State/Area,Year,Month,UnemploymentRate
Iowa,2010,08,5.9
Iowa,2010,09,6.0
Iowa,2010,10,6.0
Iowa,2010,11,5.9
Iowa,2010,12,5.9
Iowa,2011,01,5.8
Iowa,2011,02,5.7
Iowa,2011,03,5.7
Iowa,2011,04,5.6
Iowa,2011,05,5.6
Iowa,2011,06,5.6
Iowa,2011,07,5.6
Iowa,2011,08,5.6
Iowa,2011,09,5.6
Iowa,2011,10,5.5
Iowa,2011,11,5.4
Iowa,2011,12,5.3
Iowa,2012,01,5.2
Iowa,2012,02,5.1
Iowa,2012,03,5.1
Iowa,2012,04,5.0
Iowa,2012,05,5.0
Iowa,2012,06,5.0
Iowa,2012,07,5.0
Iowa,2012,08,5.0
Iowa,2012,09,5.0
Iowa,2012,10,4.9
Iowa,2012,11,4.9
Iowa,2012,12,4.9
Iowa,2013,01,4.9
Iowa,2013,02,4.9
Iowa,2013,03,4.9
Iowa,2013,04,4.9
Iowa,2013,05,4.8
Iowa,2013,06,4.8
Iowa,2013,07,4.7
Iowa,2013,08,4.7
Iowa,2013,09,4.6
Iowa,2013,10,4.5
Iowa,2013,11,4.5
Iowa,2013,12,4.5
Iowa,2014,01,4.5
Iowa,2014,02,4.4
Iowa,2014,03,4.4
Iowa,2014,04,4.4
Iowa,2014,05,4.3
Iowa,2014,06,4.3
Iowa,2014,07,4.3
Iowa,2014,08,4.2
Iowa,2014,09,4.2
Iowa,2014,10,4.1
Iowa,2014,11,4.0
Iowa,2014,12,4.0
Iowa,2015,01,3.9
Iowa,2015,02,3.8
Iowa,2015,03,3.8
Iowa,2015,04,3.8
Iowa,2015,05,3.7
Iowa,2015,06,3.7
Iowa,2015,07,3.7
Iowa,2015,08,3.6
Iowa,2015,09,3.6
Iowa,2015,10,3.6
Iowa,2015,11,3.7
Iowa,2015,12,3.7
Iowa,2016,01,3.6
Iowa,2016,02,3.6
Iowa,2016,03,3.6
Iowa,2016,04,3.6
Iowa,2016,05,3.6
Iowa,2016,06,3.7
Iowa,2016,07,3.7
Iowa,2016,08,3.7
Iowa,2016,09,3.6
Iowa,2016,10,3.6
Iowa,2016,11,3.5
Iowa,2016,12,3.4
Iowa,2017,01,3.3
Iowa,2017,02,3.3
Iowa,2017,03,3.2
Iowa,2017,04,3.1
Iowa,2017,05,3.1
Iowa,2017,06,3.1
Iowa,2017,07,3.1
Iowa,2017,08,3.1
Iowa,2017,09,3.0
Iowa,2017,10,3.0
Iowa,2017,11,2.9
Iowa,2017,12,2.9
Iowa,2018,01,2.8
Iowa,2018,02,2.7
Iowa,2018,03,2.7
Iowa,2018,04,2.6
Iowa,2018,05,2.5
Iowa,2018,06,2.5
Iowa,2018,07,2.5
Iowa,2018,08,2.5
Iowa,2018,09,2.5
Iowa,2018,10,2.5
Iowa,2018,11,2.6
Iowa,2018,12,2.6
Iowa,2019,01,2.6
Iowa,2019,02,2.6
Iowa,2019,03,2.6
Iowa,2019,04,2.6
Iowa,2019,05,2.6
Iowa,2019,06,2.7
Iowa,2019,07,2.7
Iowa,2019,08,2.7
Iowa,2019,09,2.7
Iowa,2019,10,2.7
Iowa,2019,11,2.7
Iowa,2019,12,2.7
Iowa,2020,01,2.7
Iowa,2020,02,2.7
Iowa,2020,03,2.7
Iowa,2020,04,11.0
Iowa,2020,05,8.5
Iowa,2020,06,6.8
Iowa,2020,07,6.0
Iowa,2020,08,5.0
Iowa,2020,09,4.6
Iowa,2020,10,4.2
Iowa,2020,11,4.2
Iowa,2020,12,4.2
Iowa,2021,01,4.2
Iowa,2021,02,4.2
Iowa,2021,03,4.3
Iowa,2021,04,4.4
Iowa,2021,05,4.3
Iowa,2021,06,4.2
Iowa,2021,07,4.0
Iowa,2021,08,3.8
Iowa,2021,09,3.5
Iowa,2021,10,3.3
Iowa,2021,11,3.1
Iowa,2021,12,2.9
Iowa,2022,01,2.8
Iowa,2022,02,2.7
Iowa,2022,03,2.6
Iowa,2022,04,2.6
Iowa,2022,05,2.6
Iowa,2022,06,2.7
Iowa,2022,07,2.8
Iowa,2022,08,2.9
Iowa,2022,09,3.0
Iowa,2022,10,3.1
Iowa,2022,11,3.1
Iowa,2022,12,3.0
Iowa,2023,01,3.0
Iowa,2023,02,2.9
Iowa,2023,03,2.9
Iowa,2023,04,2.9
Iowa,2023,05,2.9
Iowa,2023,06,2.9
Iowa,2023,07,3.0
Iowa,2023,08,3.0
Iowa,2023,09,3.0
Iowa,2023,10,3.0
Iowa,2023,11,2.9
Iowa,2023,12,2.8
Iowa,2024,01,2.8
Iowa,2024,02,2.7
Iowa,2024,03,2.7
Iowa,2024,04,2.8
Iowa,2024,05,2.9
Iowa,2024,06,3.0
Iowa,2024,07,3.1
Iowa,2024,08,3.2
Iowa,2024,09,3.3
Iowa,2024,10,3.3
Iowa,2024,11,3.3
Iowa,2024,12,3.3
Iowa,2025,01,3.3
Iowa,2025,02,3.3
Iowa,2025,03,3.4
Iowa,2025,04,3.5
Iowa,2025,05,3.6
Iowa,2025,06,3.7
Iowa,2025,07,3.7
Iowa,2025,08,3.8
Iowa,2025,09,3.7
Kansas,2000,01,3.6
Kansas,2000,02,3.6
Kansas,2000,03,3.6
Kansas,2000,04,3.6
Kansas,2000,05,3.7
Kansas,2000,06,3.7
Kansas,2000,07,3.7
Kansas,2000,08,3.8
Kansas,2000,09,3.8
Kansas,2000,10,3.9
Kansas,2000,11,3.9
Kansas,2000,12,4.0
Kansas,2001,01,4.0
Kansas,2001,02,4.0
Kansas,2001,03,4.1
Kansas,2001,04,4.1
Kansas,2001,05,4.1
Kansas,2001,06,4.1
Kansas,2001,07,4.2
Kansas,2001,08,4.3
Kansas,2001,09,4.4
Kansas,2001,10,4.6
Kansas,2001,11,4.8
Kansas,2001,12,4.9
Kansas,2002,01,5.0
Kansas,2002,02,5.1
Kansas,2002,03,5.1
Kansas,2002,04,5.1
Kansas,2002,05,5.1
Kansas,2002,06,5.1
Kansas,2002,07,5.1
Kansas,2002,08,5.1
Kansas,2002,09,5.1
Kansas,2002,10,5.1
Kansas,2002,11,5.1
Kansas,2002,12,5.1
Kansas,2003,01,5.2
Kansas,2003,02,5.2
Kansas,2003,03,5.3
Kansas,2003,04,5.4
Kansas,2003,05,5.6
Kansas,2003,06,5.7
Kansas,2003,07,5.8
Kansas,2003,08,5.8
Kansas,2003,09,5.8
Kansas,2003,10,5.8
Kansas,2003,11,5.7
Kansas,2003,12,5.7
Kansas,2004,01,5.6
Kansas,2004,02,5.6
Kansas,2004,03,5.6
Kansas,2004,04,5.6
Kansas,2004,05,5.5
Kansas,2004,06,5.5
Kansas,2004,07,5.5
Kansas,2004,08,5.4
Kansas,2004,09,5.4
Kansas,2004,10,5.4
Kansas,2004,11,5.4
Kansas,2004,12,5.4
Kansas,2005,01,5.4
Kansas,2005,02,5.4
Kansas,2005,03,5.3
Kansas,2005,04,5.3
Kansas,2005,05,5.2
Kansas,2005,06,5.1
Kansas,2005,07,5.0
Kansas,2005,08,4.9
Kansas,2005,09,4.9
Kansas,2005,10,4.9
Kansas,2005,11,4.8
Kansas,2005,12,4.8
Kansas,2006,01,4.7
Kansas,2006,02,4.6
Kansas,2006,03,4.5
Kansas,2006,04,4.5
Kansas,2006,05,4.4
Kansas,2006,06,4.4
Kansas,2006,07,4.4
Kansas,2006,08,4.3
Kansas,2006,09,4.3
Kansas,2006,10,4.3
Kansas,2006,11,4.3
Kansas,2006,12,4.3
Kansas,2007,01,4.3
Kansas,2007,02,4.3
Kansas,2007,03,4.2
Kansas,2007,04,4.2
Kansas,2007,05,4.2
Kansas,2007,06,4.2
Kansas,2007,07,4.2
Kansas,2007,08,4.3
Kansas,2007,09,4.3
Kansas,2007,10,4.3
Kansas,2007,11,4.3
Kansas,2007,12,4.3
Kansas,2008,01,4.2
Kansas,2008,02,4.2
Kansas,2008,03,4.1
Kansas,2008,04,4.2
Kansas,2008,05,4.2
Kansas,2008,06,4.3
Kansas,2008,07,4.5
Kansas,2008,08,4.6
Kansas,2008,09,4.8
Kansas,2008,10,5.0
Kansas,2008,11,5.3
Kansas,2008,12,5.6
Kansas,2009,01,5.9
Kansas,2009,02,6.3
Kansas,2009,03,6.7
Kansas,2009,04,6.9
Kansas,2009,05,7.2
Kansas,2009,06,7.3
Kansas,2009,07,7.4
Kansas,2009,08,7.4
Kansas,2009,09,7.4
Kansas,2009,10,7.4
Kansas,2009,11,7.3
Kansas,2009,12,7.3
Kansas,2010,01,7.3
Kansas,2010,02,7.2
Kansas,2010,03,7.1
Kansas,2010,04,7.0
Kansas,2010,05,6.9
Kansas,2010,06,6.8
Kansas,2010,07,6.8
Kansas,2010,08,6.8
Kansas,2010,09,6.8
Kansas,2010,10,6.9
Kansas,2010,11,6.9
Kansas,2010,12,6.8
Kansas,2011,01,6.7
Kansas,2011,02,6.6
Kansas,2011,03,6.5
Kansas,2011,04,6.4
Kansas,2011,05,6.4
Kansas,2011,06,6.4
Kansas,2011,07,6.3
Kansas,2011,08,6.3
Kansas,2011,09,6.3
Kansas,2011,10,6.2
Kansas,2011,11,6.1
Kansas,2011,12,6.0
Kansas,2012,01,5.9
Kansas,2012,02,5.8
Kansas,2012,03,5.8
Kansas,2012,04,5.8
Kansas,2012,05,5.7
Kansas,2012,06,5.7
Kansas,2012,07,5.6
Kansas,2012,08,5.6
Kansas,2012,09,5.6
Kansas,2012,10,5.5
Kansas,2012,11,5.6
Kansas,2012,12,5.6
Kansas,2013,01,5.6
Kansas,2013,02,5.6
Kansas,2013,03,5.5
Kansas,2013,04,5.5
Kansas,2013,05,5.4
Kansas,2013,06,5.4
Kansas,2013,07,5.3
Kansas,2013,08,5.3
Kansas,2013,09,5.2
Kansas,2013,10,5.1
Kansas,2013,11,5.0
Kansas,2013,12,4.9
Kansas,2014,01,4.8
Kansas,2014,02,4.8
Kansas,2014,03,4.7
Kansas,2014,04,4.7
Kansas,2014,05,4.6
Kansas,2014,06,4.5
Kansas,2014,07,4.5
Kansas,2014,08,4.4
Kansas,2014,09,4.4
Kansas,2014,10,4.3
Kansas,2014,11,4.3
Kansas,2014,12,4.3
Kansas,2015,01,4.3
Kansas,2015,02,4.4
Kansas,2015,03,4.4
Kansas,2015,04,4.4
Kansas,2015,05,4.3
Kansas,2015,06,4.2
Kansas,2015,07,4.1
Kansas,2015,08,4.0
Kansas,2015,09,4.0
Kansas,2015,10,4.0
Kansas,2015,11,4.0
Kansas,2015,12,4.0
Kansas,2016,01,3.9
Kansas,2016,02,3.9
Kansas,2016,03,3.9
Kansas,2016,04,4.0
Kansas,2016,05,4.0
Kansas,2016,06,4.1
Kansas,2016,07,4.1
Kansas,2016,08,4.2
Kansas,2016,09,4.2
Kansas,2016,10,4.2
Kansas,2016,11,4.1
Kansas,2016,12,4.0
Kansas,2017,01,3.9
Kansas,2017,02,3.8
Kansas,2017,03,3.7
Kansas,2017,04,3.7
Kansas,2017,05,3.7
Kansas,2017,06,3.6
Kansas,2017,07,3.6
Kansas,2017,08,3.6
Kansas,2017,09,3.6
Kansas,2017,10,3.5
Kansas,2017,11,3.5
Kansas,2017,12,3.5
Kansas,2018,01,3.4
Kansas,2018,02,3.4
Kansas,2018,03,3.4
Kansas,2018,04,3.4
Kansas,2018,05,3.3
Kansas,2018,06,3.3
Kansas,2018,07,3.2
Kansas,2018,08,3.2
Kansas,2018,09,3.2
Kansas,2018,10,3.3
Kansas,2018,11,3.3
Kansas,2018,12,3.3
Kansas,2019,01,3.3
Kansas,2019,02,3.3
Kansas,2019,03,3.2
Kansas,2019,04,3.2
Kansas,2019,05,3.1
Kansas,2019,06,3.1
Kansas,2019,07,3.1
Kansas,2019,08,3.1
Kansas,2019,09,3.1
Kansas,2019,10,3.1
Kansas,2019,11,3.1
Kansas,2019,12,3.1
Kansas,2020,01,3.1
Kansas,2020,02,3.1
Kansas,2020,03,3.1
Kansas,2020,04,12.1
Kansas,2020,05,9.2
Kansas,2020,06,7.5
Kansas,2020,07,6.7
Kansas,2020,08,5.8
Kansas,2020,09,5.4
Kansas,2020,10,4.9
Kansas,2020,11,4.6
Kansas,2020,12,4.4
Kansas,2021,01,4.1
Kansas,2021,02,3.8
Kansas,2021,03,3.7
Kansas,2021,04,3.7
Kansas,2021,05,3.6
Kansas,2021,06,3.6
Kansas,2021,07,3.5
Kansas,2021,08,3.3
Kansas,2021,09,3.1
Kansas,2021,10,2.9
Kansas,2021,11,2.8
Kansas,2021,12,2.6
Kansas,2022,01,2.6
Kansas,2022,02,2.5
Kansas,2022,03,2.6
Kansas,2022,04,2.6
Kansas,2022,05,2.6
Kansas,2022,06,2.7
Kansas,2022,07,2.7
Kansas,2022,08,2.8
Kansas,2022,09,2.9
Kansas,2022,10,2.9
Kansas,2022,11,2.9
Kansas,2022,12,2.9
Kansas,2023,01,2.9
Kansas,2023,02,2.9
Kansas,2023,03,2.9
Kansas,2023,04,2.8
Kansas,2023,05,2.8
Kansas,2023,06,2.8
Kansas,2023,07,2.8
Kansas,2023,08,2.8
Kansas,2023,09,2.9
Kansas,2023,10,2.9
Kansas,2023,11,3.0
Kansas,2023,12,3.0
Kansas,2024,01,3.1
Kansas,2024,02,3.2
Kansas,2024,03,3.3
Kansas,2024,04,3.4
Kansas,2024,05,3.5
Kansas,2024,06,3.6
Kansas,2024,07,3.7
Kansas,2024,08,3.7
Kansas,2024,09,3.8
Kansas,2024,10,3.8
Kansas,2024,11,3.8
Kansas,2024,12,3.8
Kansas,2025,01,3.8
Kansas,2025,02,3.8
Kansas,2025,03,3.8
Kansas,2025,04,3.8
Kansas,2025,05,3.8
Kansas,2025,06,3.8
Kansas,2025,07,3.8
Kansas,2025,08,3.8
Kansas,2025,09,3.8
Kentucky,2000,01,4.1
Kentucky,2000,02,4.1
Kentucky,2000,03,4.0
Kentucky,2000,04,4.0
Kentucky,2000,05,4.0
Kentucky,2000,06,4.1
Kentucky,2000,07,4.1
Kentucky,2000,08,4.2
Kentucky,2000,09,4.2
Kentucky,2000,10,4.3
Kentucky,2000,11,4.3
Kentucky,2000,12,4.4
Kentucky,2001,01,4.5
Kentucky,2001,02,4.6
Kentucky,2001,03,4.7
Kentucky,2001,04,4.8
Kentucky,2001,05,4.9
Kentucky,2001,06,5.0
Kentucky,2001,07,5.2
Kentucky,2001,08,5.3
Kentucky,2001,09,5.5
Kentucky,2001,10,5.7
Kentucky,2001,11,5.8
Kentucky,2001,12,5.9
Kentucky,2002,01,5.9
Kentucky,2002,02,5.9
Kentucky,2002,03,5.8
Kentucky,2002,04,5.8
Kentucky,2002,05,5.7
Kentucky,2002,06,5.7
Kentucky,2002,07,5.7
Kentucky,2002,08,5.7
Kentucky,2002,09,5.7
Kentucky,2002,10,5.8
Kentucky,2002,11,5.8
Kentucky,2002,12,5.9
Kentucky,2003,01,6.0
Kentucky,2003,02,6.1
Kentucky,2003,03,6.2
Kentucky,2003,04,6.3
Kentucky,2003,05,6.3
Kentucky,2003,06,6.4
Kentucky,2003,07,6.4
Kentucky,2003,08,6.3
Kentucky,2003,09,6.2
Kentucky,2003,10,6.1
Kentucky,2003,11,6.0
Kentucky,2003,12,5.9
Kentucky,2004,01,5.8
Kentucky,2004,02,5.7
Kentucky,2004,03,5.7
Kentucky,2004,04,5.7
Kentucky,2004,05,5.6
Kentucky,2004,06,5.5
Kentucky,2004,07,5.5
Kentucky,2004,08,5.4
Kentucky,2004,09,5.3
Kentucky,2004,10,5.3
Kentucky,2004,11,5.3
Kentucky,2004,12,5.4
Kentucky,2005,01,5.5
Kentucky,2005,02,5.6
Kentucky,2005,03,5.7
Kentucky,2005,04,5.7
Kentucky,2005,05,5.8
Kentucky,2005,06,5.8
Kentucky,2005,07,5.8
Kentucky,2005,08,5.9
Kentucky,2005,09,6.0
Kentucky,2005,10,6.1
Kentucky,2005,11,6.1
Kentucky,2005,12,6.1
Kentucky,2006,01,6.0
Kentucky,2006,02,5.9
Kentucky,2006,03,5.8
Kentucky,2006,04,5.8
Kentucky,2006,05,5.7
Kentucky,2006,06,5.7
Kentucky,2006,07,5.7
Kentucky,2006,08,5.7
Kentucky,2006,09,5.7
Kentucky,2006,10,5.7
Kentucky,2006,11,5.6
Kentucky,2006,12,5.5
Kentucky,2007,01,5.5
Kentucky,2007,02,5.4
Kentucky,2007,03,5.3
Kentucky,2007,04,5.3
Kentucky,2007,05,5.3
Kentucky,2007,06,5.3
Kentucky,2007,07,5.3
Kentucky,2007,08,5.4
Kentucky,2007,09,5.4
Kentucky,2007,10,5.4
Kentucky,2007,11,5.4
Kentucky,2007,12,5.4
Kentucky,2008,01,5.4
Kentucky,2008,02,5.4
Kentucky,2008,03,5.5
Kentucky,2008,04,5.7
Kentucky,2008,05,5.9
Kentucky,2008,06,6.2
Kentucky,2008,07,6.5
Kentucky,2008,08,6.7
Kentucky,2008,09,7.1
Kentucky,2008,10,7.5
Kentucky,2008,11,8.0
Kentucky,2008,12,8.6
Kentucky,2009,01,9.2
Kentucky,2009,02,9.8
Kentucky,2009,03,10.3
Kentucky,2009,04,10.7
Kentucky,2009,05,10.9
Kentucky,2009,06,11.0
Kentucky,2009,07,11.0
Kentucky,2009,08,11.0
Kentucky,2009,09,10.9
Kentucky,2009,10,10.9
Kentucky,2009,11,10.9
Kentucky,2009,12,10.9
Kentucky,2010,01,10.9
Kentucky,2010,02,10.8
Kentucky,2010,03,10.7
Kentucky,2010,04,10.5
Kentucky,2010,05,10.3
Kentucky,2010,06,10.2
Kentucky,2010,07,10.1
Kentucky,2010,08,10.0
Kentucky,2010,09,10.0
Kentucky,2010,10,10.0
Kentucky,2010,11,10.0
Kentucky,2010,12,9.9
Kentucky,2011,01,9.8
Kentucky,2011,02,9.7
Kentucky,2011,03,9.6
Kentucky,2011,04,9.5
Kentucky,2011,05,9.5
Kentucky,2011,06,9.5
Kentucky,2011,07,9.5
Kentucky,2011,08,9.4
Kentucky,2011,09,9.3
Kentucky,2011,10,9.1
Kentucky,2011,11,8.9
Kentucky,2011,12,8.7
Kentucky,2012,01,8.5
Kentucky,2012,02,8.3
Kentucky,2012,03,8.2
Kentucky,2012,04,8.2
Kentucky,2012,05,8.2
Kentucky,2012,06,8.2
Kentucky,2012,07,8.2
Kentucky,2012,08,8.2
Kentucky,2012,09,8.1
Kentucky,2012,10,8.1
Kentucky,2012,11,8.1
Kentucky,2012,12,8.0
Kentucky,2013,01,8.0
Kentucky,2013,02,8.0
Kentucky,2013,03,8.0
Kentucky,2013,04,8.0
Kentucky,2013,05,8.0
Kentucky,2013,06,8.0
Kentucky,2013,07,8.0
Kentucky,2013,08,8.0
Kentucky,2013,09,7.9
Kentucky,2013,10,7.8
Kentucky,2013,11,7.7
Kentucky,2013,12,7.6
Kentucky,2014,01,7.5
Kentucky,2014,02,7.3
Kentucky,2014,03,7.2
Kentucky,2014,04,7.0
Kentucky,2014,05,6.8
Kentucky,2014,06,6.5
Kentucky,2014,07,6.3
Kentucky,2014,08,6.1
Kentucky,2014,09,5.9
Kentucky,2014,10,5.7
Kentucky,2014,11,5.6
Kentucky,2014,12,5.4
Kentucky,2015,01,5.4
Kentucky,2015,02,5.3
Kentucky,2015,03,5.3
Kentucky,2015,04,5.3
Kentucky,2015,05,5.3
Kentucky,2015,06,5.2
Kentucky,2015,07,5.2
Kentucky,2015,08,5.2
Kentucky,2015,09,5.2
Kentucky,2015,10,5.2
Kentucky,2015,11,5.2
Kentucky,2015,12,5.2
Kentucky,2016,01,5.2
Kentucky,2016,02,5.2
Kentucky,2016,03,5.1
Kentucky,2016,04,5.0
Kentucky,2016,05,5.0
Kentucky,2016,06,5.0
Kentucky,2016,07,5.0
Kentucky,2016,08,5.0
Kentucky,2016,09,5.1
Kentucky,2016,10,5.1
Kentucky,2016,11,5.1
Kentucky,2016,12,5.1
Kentucky,2017,01,5.1
Kentucky,2017,02,5.0
Kentucky,2017,03,5.0
Kentucky,2017,04,4.9
Kentucky,2017,05,4.9
Kentucky,2017,06,4.8
Kentucky,2017,07,4.8
Kentucky,2017,08,4.7
Kentucky,2017,09,4.6
Kentucky,2017,10,4.5
Kentucky,2017,11,4.4
Kentucky,2017,12,4.3
Kentucky,2018,01,4.2
Kentucky,2018,02,4.2
Kentucky,2018,03,4.2
Kentucky,2018,04,4.2
Kentucky,2018,05,4.2
Kentucky,2018,06,4.2
Kentucky,2018,07,4.2
Kentucky,2018,08,4.2
Kentucky,2018,09,4.2
Kentucky,2018,10,4.2
Kentucky,2018,11,4.2
Kentucky,2018,12,4.2
Kentucky,2019,01,4.2
Kentucky,2019,02,4.2
Kentucky,2019,03,4.1
Kentucky,2019,04,4.1
Kentucky,2019,05,4.1
Kentucky,2019,06,4.1
Kentucky,2019,07,4.1
Kentucky,2019,08,4.1
Kentucky,2019,09,4.0
Kentucky,2019,10,4.0
Kentucky,2019,11,4.0
Kentucky,2019,12,4.0
Kentucky,2020,01,4.1
Kentucky,2020,02,4.1
Kentucky,2020,03,4.1
Kentucky,2020,04,16.7
Kentucky,2020,05,12.8
Kentucky,2020,06,5.3
Kentucky,2020,07,5.8
Kentucky,2020,08,5.2
Kentucky,2020,09,5.0
Kentucky,2020,10,4.8
Kentucky,2020,11,4.8
Kentucky,2020,12,4.7
Kentucky,2021,01,4.6
Kentucky,2021,02,4.6
Kentucky,2021,03,4.6
Kentucky,2021,04,4.6
Kentucky,2021,05,4.6
Kentucky,2021,06,4.6
Kentucky,2021,07,4.6
Kentucky,2021,08,4.5
Kentucky,2021,09,4.4
Kentucky,2021,10,4.3
Kentucky,2021,11,4.2
Kentucky,2021,12,4.1
Kentucky,2022,01,4.0
Kentucky,2022,02,4.0
Kentucky,2022,03,4.0
Kentucky,2022,04,4.0
Kentucky,2022,05,4.0
Kentucky,2022,06,4.0
Kentucky,2022,07,4.1
Kentucky,2022,08,4.1
Kentucky,2022,09,4.1
Kentucky,2022,10,4.1
Kentucky,2022,11,4.1
Kentucky,2022,12,4.1
Kentucky,2023,01,4.1
Kentucky,2023,02,4.1
Kentucky,2023,03,4.1
Kentucky,2023,04,4.1
Kentucky,2023,05,4.2
Kentucky,2023,06,4.2
Kentucky,2023,07,4.3
Kentucky,2023,08,4.4
Kentucky,2023,09,4.4
Kentucky,2023,10,4.5
Kentucky,2023,11,4.5
Kentucky,2023,12,4.6
Kentucky,2024,01,4.7
Kentucky,2024,02,4.7
Kentucky,2024,03,4.8
Kentucky,2024,04,4.9
Kentucky,2024,05,4.9
Kentucky,2024,06,5.0
Kentucky,2024,07,5.1
Kentucky,2024,08,5.2
Kentucky,2024,09,5.3
Kentucky,2024,10,5.4
Kentucky,2024,11,5.4
Kentucky,2024,12,5.3
Kentucky,2025,01,5.3
Kentucky,2025,02,5.3
Kentucky,2025,03,5.2
Kentucky,2025,04,5.2
Kentucky,2025,05,5.0
Kentucky,2025,06,4.9
Kentucky,2025,07,4.9
Kentucky,2025,08,4.7
Kentucky,2025,09,4.7
Louisiana,2000,01,4.9
Louisiana,2000,02,4.9
Louisiana,2000,03,4.9
Louisiana,2000,04,5.0
Louisiana,2000,05,5.0
Louisiana,2000,06,5.1
Louisiana,2000,07,5.1
Louisiana,2000,08,5.2
Louisiana,2000,09,5.3
Louisiana,2000,10,5.3
Louisiana,2000,11,5.4
Louisiana,2000,12,5.4
Louisiana,2001,01,5.5
Louisiana,2001,02,5.5
Louisiana,2001,03,5.5
Louisiana,2001,04,5.4
Louisiana,2001,05,5.3
Louisiana,2001,06,5.3
Louisiana,2001,07,5.4
Louisiana,2001,08,5.5
Louisiana,2001,09,5.7
Louisiana,2001,10,5.9
Louisiana,2001,11,6.0
Louisiana,2001,12,6.1
Louisiana,2002,01,6.1
Louisiana,2002,02,6.1
Louisiana,2002,03,6.0
Louisiana,2002,04,6.0
Louisiana,2002,05,5.9
Louisiana,2002,06,5.9
Louisiana,2002,07,5.9
Louisiana,2002,08,5.9
Louisiana,2002,09,5.9
Louisiana,2002,10,5.9
Louisiana,2002,11,6.0
Louisiana,2002,12,6.0
Louisiana,2003,01,6.1
Louisiana,2003,02,6.2
Louisiana,2003,03,6.3
Louisiana,2003,04,6.4
Louisiana,2003,05,6.5
Louisiana,2003,06,6.5
Louisiana,2003,07,6.5
Louisiana,2003,08,6.4
Louisiana,2003,09,6.2
Louisiana,2003,10,6.0
Louisiana,2003,11,5.9
Louisiana,2003,12,5.8
Louisiana,2004,01,5.8
Louisiana,2004,02,5.8
Louisiana,2004,03,5.8
Louisiana,2004,04,5.8
Louisiana,2004,05,5.8
Louisiana,2004,06,5.7
Louisiana,2004,07,5.6
Louisiana,2004,08,5.6
Louisiana,2004,09,5.5
Louisiana,2004,10,5.6
Louisiana,2004,11,5.6
Louisiana,2004,12,5.6
Louisiana,2005,01,5.6
Louisiana,2005,02,5.5
Louisiana,2005,03,5.5
Louisiana,2005,04,5.4
Louisiana,2005,05,5.4
Louisiana,2005,06,5.4
Louisiana,2005,07,5.3
Louisiana,2005,08,5.3
Louisiana,2005,09,11.7
Louisiana,2005,10,11.5
Louisiana,2005,11,11.6
Louisiana,2005,12,6.4
Louisiana,2006,01,4.6
Louisiana,2006,02,4.4
Louisiana,2006,03,4.3
Louisiana,2006,04,4.1
Louisiana,2006,05,4.1
Louisiana,2006,06,4.0
Louisiana,2006,07,4.0
Louisiana,2006,08,4.0
Louisiana,2006,09,4.0
Louisiana,2006,10,4.0
Louisiana,2006,11,4.1
Louisiana,2006,12,4.1
Louisiana,2007,01,4.1
Louisiana,2007,02,4.1
Louisiana,2007,03,4.2
Louisiana,2007,04,4.2
Louisiana,2007,05,4.2
Louisiana,2007,06,4.1
Louisiana,2007,07,4.1
Louisiana,2007,08,4.0
Louisiana,2007,09,4.0
Louisiana,2007,10,4.0
Louisiana,2007,11,4.0
Louisiana,2007,12,4.0
Louisiana,2008,01,4.1
Louisiana,2008,02,4.1
Louisiana,2008,03,4.1
Louisiana,2008,04,4.2
Louisiana,2008,05,4.2
Louisiana,2008,06,4.4
Louisiana,2008,07,4.6
Louisiana,2008,08,4.8
Louisiana,2008,09,5.0
Louisiana,2008,10,5.3
Louisiana,2008,11,5.5
Louisiana,2008,12,5.7
Louisiana,2009,01,6.0
Louisiana,2009,02,6.2
Louisiana,2009,03,6.5
Louisiana,2009,04,6.7
Louisiana,2009,05,6.8
Louisiana,2009,06,6.8
Louisiana,2009,07,6.9
Louisiana,2009,08,6.9
Louisiana,2009,09,6.9
Louisiana,2009,10,6.9
Louisiana,2009,11,6.9
Louisiana,2009,12,7.0
Louisiana,2010,01,7.0
Louisiana,2010,02,7.1
Louisiana,2010,03,7.2
Louisiana,2010,04,7.2
Louisiana,2010,05,7.3
Louisiana,2010,06,7.4
Louisiana,2010,07,7.5
Louisiana,2010,08,7.6
Louisiana,2010,09,7.7
Louisiana,2010,10,7.7
Louisiana,2010,11,7.8
Louisiana,2010,12,7.7
Louisiana,2011,01,7.7
Louisiana,2011,02,7.6
Louisiana,2011,03,7.5
Louisiana,2011,04,7.4
Louisiana,2011,05,7.3
Louisiana,2011,06,7.3
Louisiana,2011,07,7.3
Louisiana,2011,08,7.3
Louisiana,2011,09,7.2
Louisiana,2011,10,7.2
Louisiana,2011,11,7.2
Louisiana,2011,12,7.1
Louisiana,2012,01,7.1
Louisiana,2012,02,7.0
Louisiana,2012,03,7.0
Louisiana,2012,04,6.9
Louisiana,2012,05,6.9
Louisiana,2012,06,6.8
Louisiana,2012,07,6.7
Louisiana,2012,08,6.5
Louisiana,2012,09,6.4
Louisiana,2012,10,6.4
Louisiana,2012,11,6.4
Louisiana,2012,12,6.5
Louisiana,2013,01,6.6
Louisiana,2013,02,6.7
Louisiana,2013,03,6.8
Louisiana,2013,04,6.7
Louisiana,2013,05,6.6
Louisiana,2013,06,6.6
Louisiana,2013,07,6.5
Louisiana,2013,08,6.3
